FAV,FAVU,AEVU,AGVU,AKVU,ALVU
FAW,ALWU,AWIU,AWOU,AWSU,AWXU
FAX,ACXU,ADXU,AEXU,AGXU,AMXU
FAY,ABYU,ADYU,AIYU,ANYU,AYTU
FAZ,FAZU,AMZU,APZU,AZEU,AZLU
FBA,FBAU,AFBU,BAEU,BAFU,BAKU
FBC,ABCU,AFBU,BBCU,BCCU,BCDU
FBD,AFBU,BCDU,BDCU,BDSU,BIDU
FBE,ABEU,AFBU,BAEU,BCEU,BEAU
FBG,AFBU,BCGU,BEGU,BGBU,BGFU
FBH,AFBU,BCHU,BGHU,BHCU,BHFU
FBI,FBIU,AFBU,AFIU,BCIU,BIBU
FBJ,AFBU,BJCU,BJGU,BJHU,BLJU
FBK,AFBU,BAKU,BGKU,BKBU,BKDU
FBL,FBLU,ABLU,AFBU,AFLU,BALU
FBM,ABMU,AFBU,AFMU,BAMU,BEMU
FBN,AFBU,BANU,BCNU,BNBU,BNDU
FBO,AFBU,BCOU,BMOU,BOBU,BOCU
FBP,AFBU,BLPU,BMPU,BPIU,BPMU
FBQ,AFBU,CFBU,FBAU,FBIU,FBLU
FBR,FBRU,AFBU,BARU,BBRU,BERU
FBS,AFBU,AFSU,BASU,BBSU,BDSU
FBT,FBTU,AFBU,BATU,BBTU,BITU
FBU,AFBU,CFBU,FBAU,FBIU,FBLU
FBV,AFBU,BVHU,BVIU,BVNU,CFBU
FBW,AFBU,BKWU,BWCU,BWLU,BWPU
FBX,FBXU,AFBU,BAXU,BBXU,BCXU
FBY,ABYU,AFBU,BAYU,BYMU,BYRU
FBZ,AFBU,BEZU,BLZU,BRZU,BUZU
FCA,ACAU,BFCU,CAAU,CABU,CADU
FCB,FCBU,ACBU,AFBU,BFCU,CABU
FCD,ACDU,BCDU,BFCU,CADU,CCDU
FCE,ACEU,BCEU,BFCU,CAEU,CCEU
FCG,FCGU,BCGU,BFCU,CCGU,CFCU
FCH,BCHU,BFCU,CBHU,CCHU,CFCU
FCI,FCIU,AFIU,BCIU,BFCU,CAIU
FCJ,BFCU,CFCU,CJKU,CJTU,CJYU
FCK,BFCU,CAKU,CBKU,CCKU,CDKU
FCL,FCLU,ACLU,AFLU,BCLU,BFCU
FCM,AFMU,BFCU,CAMU,CBMU,CCMU
FCN,FCNU,ACNU,BCNU,BFCU,CANU
FCO,BCOU,BFCU,CBOU,CCOU,CEOU
FCP,ACPU,BFCU,CAPU,CBPU,CCPU
FCQ,BFCU,CFCU,CHQU,CLQU,COQU
FCR,FCRU,ACRU,BFCU,CARU,CBRU
FCS,ACSU,AFSU,BFCU,BFSU,CASU
FCT,BFCU,CATU,CBTU,CCTU,CETU
FCU,BFCU,CFCU,EFCU,FACU,FCBU
FCV,BFCU,CAVU,CFCU,CHVU,CLVU
FCW,BFCU,CAWU,CFCU,CLWU,CNWU
FCX,FCXU,ACXU,BCXU,BFCU,CAXU
FCY,BFCU,CCYU,CFCU,CJYU,CMYU
FCZ,BFCU,CAZU,CFCU,CMZU,COZU
FDA,FDAU,CDAU,DAAU,DACU,DADU
FDB,ADBU,AFBU,CFBU,DBCU,DBOU
FDC,FDCU,BDCU,BFCU,CFCU,DACU
FDE,DDEU,DEAU,DEBU,DECU,DEKU
FDG,DFDU,DGFU,DGGU,DGIU,DGRU
FDH,ADHU,CFHU,DCHU,DFDU,DHBU
FDI,AFIU,CFIU,DAIU,DCIU,DFDU
FDJ,DFDU,DJCU,DJLU,FDAU,FDCU
FDK,FDKU,CDKU,DAKU,DEKU,DFDU
FDL,ADLU,AFLU,CFLU,DCLU,DELU
FDM,ADMU,AFMU,CDMU,CFMU,DAMU
FDN,CDNU,DCNU,DENU,DFDU,DINU
FDO,DBOU,DCOU,DFDU,DFOU,DKOU
FDP,FDPU,DFDU,DPCU,DPIU,DPKU
FDQ,DFDU,FDAU,FDCU,FDDU,FDKU
FDR,ADRU,CFRU,DBRU,DFDU,DGRU
FDS,AFSU,BDSU,BFSU,CDSU,DCSU
FDT,ADTU,DCTU,DFDU,DLTU,DSTU
FDU,DFDU,FDAU,FDCU,FDDU,FDKU
FDV,DBVU,DFDU,DFVU,DLVU,DNVU
FDW,DAWU,DFDU,DFWU,DOWU,DWAU
FDX,FDXU,ADXU,CFXU,DAXU,DBXU
FDY,ADYU,DAYU,DFDU,DRYU,DYLU
FDZ,DBZU,DFDU,DHZU,DMZU,DSZU
FEA,BEAU,CEAU,DEAU,EACU,EADU
FEB,AFBU,CFBU,DEBU,EBCU,ECBU
FEC,BECU,BFCU,CECU,CFCU,DECU
FED,DFDU,EADU,EDCU,EDDU,EDPU
FEG,AEGU,BEGU,EAGU,EFGU,EGAU
FEH,CFHU,EGHU,EHPU,EHSU,EOHU
FEI,AFIU,CEIU,CFIU,DFIU,EAIU
FEJ,EMJU,FELU,FEMU,FERU,FESU
FEK,DEKU,EFKU,EKBU,EKCU,EKLU
FEL,FELU,AELU,AFLU,BELU,CFLU
FEM,FEMU,AFMU,BEMU,CEMU,CFMU
FEN,CENU,DENU,ECNU,ENAU,ENBU
FEO,CEOU,DFOU,ECOU,EKOU,EOHU
FEP,CEPU,ECPU,EDPU,EHPU,ELPU
FEQ,EQPU,EQRU,EQUU,FELU,FEMU
FER,FERU,BERU,CERU,CFRU,EARU
FES,FESU,AESU,AFSU,BESU,BFSU
FET,FETU,CETU,EETU,EITU,EKTU
FEU,FELU,FEMU,FERU,FESU,FETU
FEV,AEVU,DFVU,EUVU,EVAU,EVKU
FEW,DFWU,EWAU,EWCU,FELU,FEMU
FEX,AEXU,BEXU,CEXU,CFXU,EAXU
FEY,EKYU,EYTU,FELU,FEMU,FERU
FEZ,BEZU,EDZU,EZCU,FAZU,FELU
FGA,AGAU,CGAU,EFGU,EGAU,FAAU
FGB,AFBU,AGBU,BGBU,CFBU,CGBU
FGC,AGCU,BFCU,CFCU,CGCU,EFCU
FGD,DFDU,EFGU,FCGU,FDAU,FDCU
FGE,EFGU,FCGU,FELU,FEMU,FERU
FGH,AGHU,BGHU,CFHU,CGHU,EFGU
FGI,AFIU,CFIU,CGIU,DFIU,DGIU
FGJ,EFGU,FCGU,FGKU,FGNU,FGRU
FGK,FGKU,AGKU,BGKU,CGKU,EFGU
FGL,AFLU,AGLU,BGLU,CFLU,CGLU
FGM,AFMU,AGMU,CFMU,CGMU,EFGU
FGN,FGNU,AGNU,EFGU,FANU,FCGU
FGO,AGOU,CGOU,DFOU,EFGU,FCGU
FGP,AGPU,EFGU,FCGU,FDPU,FGKU
FGQ,EFGU,FCGU,FGKU,FGNU,FGRU
FGR,FGRU,AGRU,BGRU,CFRU,CGRU
FGS,AFSU,AGSU,BFSU,BGSU,CGSU
FGT,FGTU,CGTU,EFGU,FATU,FBTU
FGU,EFGU,FCGU,FGKU,FGNU,FGRU
FGV,AGVU,DFVU,EFGU,FAVU,FCGU
FGW,FGWU,DFWU,EFGU,FCGU,FGKU
FGX,AGXU,CFXU,EFGU,FBXU,FCGU
FGY,EFGU,FCGU,FGKU,FGNU,FGRU
FGZ,EFGU,FAZU,FCGU,FGKU,FGNU
FHA,CFHU,FAAU,FACU,FAFU,FAKU
FHB,AFBU,CFBU,CFHU,DHBU,FBAU
FHC,BFCU,BHCU,CFCU,CFHU,CHCU
FHD,CFHU,CHDU,DFDU,DHDU,FDAU
FHE,CFHU,CHEU,FELU,FEMU,FERU
FHG,AHGU,CFHU,DHGU,EFGU,FCGU
FHI,AFIU,CFHU,CFIU,CHIU,DFIU
FHJ,CFHU,FHFU,FJAU,FJKU,FJWU
FHK,CFHU,EFKU,FAKU,FDKU,FGKU
FHL,AFLU,AHLU,BHLU,CFHU,CFLU
FHM,AFMU,CFHU,CFMU,CHMU,FAMU
FHN,CFHU,FANU,FCNU,FGNU,FHFU
FHO,CFHU,DFOU,FHFU,FIOU,FLOU
FHP,CFHU,EHPU,FDPU,FHFU,FOHU
FHQ,CFHU,CHQU,FHFU,FOHU,FZQU
FHR,CFHU,CFRU,CHRU,DHRU,FARU
FHS,AFSU,BFSU,BHSU,CFHU,CHSU
FHT,CFHU,CHTU,FATU,FBTU,FETU
FHU,CFHU,FHFU,FOHU,TFHU,WFHU
FHV,CFHU,CHVU,DFVU,FAVU,FHFU
FHW,CFHU,DFWU,FGWU,FHFU,FJWU
FHX,CFHU,CFXU,CHXU,FBXU,FCXU
FHY,CFHU,FHFU,FOHU,HEYU,HOYU
FHZ,CFHU,DHZU,FAZU,FHFU,FOHU
FIA,FIAU,AFIU,CFIU,CIAU,DFIU
FIB,FIBU,AFBU,AFIU,BIBU,CFBU
FIC,FICU,AFIU,AICU,BFCU,CFCU
FID,AFIU,AIDU,BIDU,CFIU,DFDU
FIE,AFIU,CFIU,DFIU,FBIU,FCIU
FIG,AFIU,AIGU,CFIU,CIGU,DFIU
FIH,AFIU,CFHU,CFIU,DFIU,FBIU
FIJ,AFIU,CFIU,DFIU,FBIU,FCIU
FIK,AFIU,CFIU,DFIU,EFKU,FAKU
FIL,AFIU,AFLU,AILU,CFIU,CFLU
FIM,AFIU,AFMU,AIMU,CFIU,CFMU
FIN,AFIU,CFIU,DFIU,DINU,FANU
FIO,FIOU,AFIU,CFIU,CIOU,DFIU
FIP,AFIU,AIPU,CFIU,CIPU,DFIU
FIQ,AFIU,CFIU,DFIU,FBIU,FCIU
FIR,AFIU,AIRU,BIRU,CFIU,CFRU
FIS,AFIU,AFSU,AISU,BFSU,BISU
FIT,AFIU,AITU,BITU,CFIU,DFIU
FIU,AFIU,CFIU,DFIU,FBIU,FCIU
FIV,AFIU,CFIU,DFIU,DFVU,FAVU
FIW,AFIU,CFIU,DFIU,DFWU,FBIU
FIX,FIXU,AFIU,CFIU,CFXU,DFIU
FIY,AFIU,AIYU,CFIU,DFIU,FBIU
FIZ,AFIU,CFIU,DFIU,FAZU,FBIU
FJA,FJAU,FAAU,FACU,FAFU,FAKU
FJB,AFBU,CFBU,FBAU,FBIU,FBLU
FJC,BFCU,BJCU,CFCU,DJCU,EFCU
FJD,DFDU,FDAU,FDCU,FDDU,FDKU
FJE,FELU,FEMU,FERU,FESU,FETU
FJG,BJGU,EFGU,FCGU,FGKU,FGNU
FJH,BJHU,CFHU,FHFU,FJAU,FJKU
FJI,AFIU,CFIU,DFIU,FBIU,FCIU
FJK,FJKU,CJKU,EFKU,FAKU,FDKU
FJL,AFLU,CFLU,DFLU,DJLU,FBLU
FJM,AFMU,CFMU,FAMU,FEMU,FFMU
FJN,FANU,FCNU,FGNU,FJAU,FJKU
FJO,DFOU,FIOU,FJAU,FJKU,FJWU
FJP,FDPU,FJAU,FJKU,FJWU,FPEU
FJQ,FJAU,FJKU,FJWU,FUJU,FZJU
FJR,CFRU,FARU,FBRU,FCRU,FERU
FJS,AFSU,BFSU,DFSU,FESU,FJAU
FJT,CJTU,FATU,FBTU,FETU,FGTU
FJU,FJAU,FJKU,FJWU,FUJU,FZJU
FJV,DFVU,FAVU,FJAU,FJKU,FJWU
FJW,FJWU,DFWU,FGWU,FJAU,FJKU
FJX,CFXU,FBXU,FCXU,FDXU,FIXU
FJY,CJYU,FJAU,FJKU,FJWU,FUJU
FJZ,FAZU,FJAU,FJKU,FJWU,FSZU
FKA,EFKU,FAAU,FACU,FAFU,FAKU
FKB,AFBU,AKBU,BKBU,CFBU,EFKU
FKC,BFCU,CFCU,CKCU,EFCU,EFKU
FKD,BKDU,DFDU,EFKU,FAKU,FDAU
FKE,CKEU,EFKU,FAKU,FDKU,FELU
FKG,BKGU,EFGU,EFKU,FAKU,FCGU
FKH,CFHU,CKHU,EFKU,FAKU,FDKU
FKI,AFIU,CFIU,DFIU,EFKU,FAKU
FKJ,EFKU,FAKU,FDKU,FGKU,FJAU
FKL,AFLU,AKLU,CFLU,CKLU,DFLU
FKM,AFMU,AKMU,BKMU,CFMU,EFKU
FKN,CKNU,EFKU,FAKU,FANU,FCNU
FKO,AKOU,DFOU,DKOU,EFKU,EKOU
FKP,EFKU,FAKU,FDKU,FDPU,FGKU
FKQ,EFKU,FAKU,FDKU,FGKU,FJKU
FKR,CFRU,CKRU,EFKU,FAKU,FARU
FKS,AFSU,BFSU,CKSU,DFSU,EFKU
FKT,CKTU,EFKU,EKTU,FAKU,FATU
FKU,EFKU,FAKU,FDKU,FGKU,FJKU
FKV,AKVU,DFVU,EFKU,FAKU,FAVU
FKW,BKWU,DFWU,EFKU,FAKU,FDKU
FKX,CFXU,CKXU,EFKU,FAKU,FBXU
FKY,EFKU,EKYU,FAKU,FDKU,FGKU
FKZ,EFKU,FAKU,FAZU,FDKU,FGKU
FLA,AFLU,ALAU,CFLU,DFLU,DLAU
FLB,FLBU,AFBU,AFLU,ALBU,CFBU
FLC,FLCU,AFLU,ALCU,BFCU,CFCU
FLD,FLDU,AFLU,CFLU,CLDU,DFDU
FLE,AFLU,ALEU,BLEU,CFLU,CLEU
FLG,AFLU,ALGU,CFLU,DFLU,EFGU
FLH,AFLU,ALHU,CFHU,CFLU,CLHU
FLI,AFIU,AFLU,ALIU,BLIU,CFIU
FLJ,AFLU,ALJU,BLJU,CFLU,CLJU
FLK,AFLU,ALKU,BLKU,CFLU,CLKU
FLM,AFLU,AFMU,ALMU,CFLU,CFMU
FLN,AFLU,ALNU,CFLU,DFLU,FANU
FLO,FLOU,AFLU,ALOU,CFLU,CLOU
FLP,AFLU,ALPU,BLPU,CFLU,CLPU
FLQ,AFLU,CFLU,CLQU,DFLU,FBLU
FLR,FLRU,AFLU,ALRU,BLRU,CFLU
FLS,AFLU,AFSU,ALSU,BFSU,BLSU
FLT,FLTU,AFLU,ALTU,BLTU,CFLU
FLU,AFLU,CFLU,DFLU,FBLU,FCLU
FLV,AFLU,ALVU,CFLU,CLVU,DFLU
FLW,AFLU,ALWU,CFLU,CLWU,DFLU
FLX,AFLU,BLXU,CFLU,CFXU,CLXU
FLY,AFLU,CFLU,DFLU,FBLU,FCLU
FLZ,AFLU,BLZU,CFLU,DFLU,FAZU
FMA,AFMU,AMAU,CFMU,CMAU,EMAU
FMB,FMBU,AFBU,AFMU,AMBU,CFBU
FMC,AFMU,AMCU,BFCU,CFCU,CFMU
FMD,FMDU,AFMU,CFMU,DFDU,EMDU
FME,FMEU,AFMU,AMEU,CFMU,CMEU
FMG,AFMU,AMGU,CFMU,CMGU,EFGU
FMH,AFMU,CFHU,CFMU,FAMU,FEMU
FMI,FMIU,AFIU,AFMU,AMIU,CFIU
FMJ,AFMU,CFMU,EMJU,FAMU,FEMU
FMK,AFMU,CFMU,EFKU,EMKU,FAKU
FML,FMLU,AFLU,AFMU,BMLU,CFLU
FMN,AFMU,CFMU,CMNU,FAMU,FANU
FMO,AFMU,AMOU,BMOU,CFMU,CMOU
FMP,AFMU,BMPU,CFMU,FAMU,FDPU
FMQ,AFMU,CFMU,FAMU,FEMU,FFMU
FMR,FMRU,AFMU,BMRU,CFMU,CFRU
FMS,FMSU,AFMU,AFSU,AMSU,BFSU
FMT,AFMU,AMTU,CFMU,CMTU,EMTU
FMU,AFMU,CFMU,FAMU,FEMU,FFMU
FMV,AFMU,CFMU,DFVU,FAMU,FAVU
FMW,AFMU,CFMU,DFWU,FAMU,FEMU
FMX,AFMU,AMXU,CFMU,CFXU,FAMU
FMY,AFMU,CFMU,CMYU,FAMU,FEMU
FMZ,AFMU,AMZU,CFMU,CMZU,DMZU
FNA,CNAU,DNAU,ENAU,FAAU,FACU
FNB,AFBU,BNBU,CFBU,ENBU,FANU
FNC,BFCU,CFCU,CNCU,DNCU,EFCU
FND,BNDU,DFDU,ENDU,FANU,FCNU
FNE,ANEU,CNEU,DNEU,FANU,FCNU
FNG,ANGU,BNGU,EFGU,ENGU,FANU
FNH,ANHU,CFHU,FANU,FCNU,FGNU
FNI,AFIU,CFIU,CNIU,DFIU,FANU
FNJ,FANU,FCNU,FGNU,FJAU,FJKU
FNK,EFKU,FAKU,FANU,FCNU,FDKU
FNL,AFLU,ANLU,CFLU,DFLU,ENLU
FNM,AFMU,CFMU,ENMU,FAMU,FANU
FNO,DFOU,FANU,FCNU,FGNU,FIOU
FNP,FANU,FCNU,FDPU,FGNU,FPEU
FNQ,FANU,FCNU,FGNU,FZQU,NIQU
FNR,CFRU,DNRU,ENRU,FANU,FARU
FNS,AFSU,BFSU,BNSU,CNSU,DFSU
FNT,ENTU,FANU,FATU,FBTU,FCNU
FNU,FANU,FCNU,FGNU,AAFU,ACNU
FNV,DFVU,DNVU,FANU,FAVU,FCNU
FNW,CNWU,DFWU,FANU,FCNU,FGNU
FNX,CFXU,CNXU,FANU,FBXU,FCNU
FNY,ANYU,FANU,FCNU,FGNU,NBYU
FNZ,FANU,FAZU,FCNU,FGNU,FSZU
FOA,DFOU,FAAU,FACU,FAFU,FAKU
FOB,AFBU,BOBU,CFBU,DFOU,FBAU
FOC,AOCU,BFCU,BOCU,CFCU,COCU
FOD,FODU,BODU,CODU,DFDU,DFOU
FOE,DFOU,FELU,FEMU,FERU,FESU
FOG,FOGU,COGU,DFOU,DOGU,EFGU
FOH,FOHU,BOHU,CFHU,DFOU,EOHU
FOI,AFIU,AOIU,BOIU,CFIU,DFIU
FOJ,DFOU,FIOU,FJAU,FJKU,FJWU
FOK,DFOU,EFKU,FAKU,FDKU,FGKU
FOL,FOLU,AFLU,BOLU,CFLU,DFLU
FOM,AFMU,CFMU,COMU,DFOU,FAMU
FON,AONU,BONU,CONU,DFOU,DONU
FOP,COPU,DFOU,FDPU,FIOU,FLOU
FOQ,COQU,DFOU,FIOU,FLOU,FODU
FOR,AORU,BORU,CFRU,CORU,DFOU
FOS,FOSU,AFSU,BFSU,DFOU,DFSU
FOT,FOTU,BOTU,DFOU,FATU,FBTU
FOU,DFOU,FIOU,FLOU,FODU,FOGU
FOV,DFOU,DFVU,DOVU,FAVU,FIOU
FOW,DFOU,DFWU,DOWU,FGWU,FIOU
FOX,BOXU,CFXU,COXU,DFOU,FBXU
FOY,COYU,DFOU,FIOU,FLOU,FODU
FOZ,COZU,DFOU,FAZU,FIOU,FLOU
FPA,APAU,CPAU,FAAU,FACU,FAFU
FPB,AFBU,CFBU,CPBU,FBAU,FBIU
FPC,BFCU,CFCU,DPCU,EFCU,EPCU
FPD,APDU,CPDU,DFDU,FDAU,FDCU
FPE,FPEU,APEU,FDPU,FELU,FEMU
FPG,CPGU,EFGU,FCGU,FDPU,FGKU
FPH,APHU,CFHU,CPHU,FDPU,FHFU
FPI,AFIU,APIU,BPIU,CFIU,CPIU
FPJ,APJU,FDPU,FJAU,FJKU,FJWU
FPK,DPKU,EFKU,FAKU,FDKU,FDPU
FPL,AFLU,APLU,CFLU,CPLU,DFLU
FPM,FPMU,AFMU,APMU,BPMU,CFMU
FPN,APNU,FANU,FCNU,FDPU,FGNU
FPO,FPOU,DFOU,FDPU,FIOU,FLOU
FPQ,FDPU,FPEU,FPMU,FPOU,FPTU
FPR,APRU,CFRU,FARU,FBRU,FCRU
FPS,AFSU,APSU,BFSU,CPSU,DFSU
FPT,FPTU,BPTU,CPTU,FATU,FBTU
FPU,FDPU,FPEU,FPMU,FPOU,FPTU
FPV,APVU,DFVU,FAVU,FDPU,FPEU
FPW,CPWU,DFWU,FDPU,FGWU,FJWU
FPX,APXU,CFXU,FBXU,FCXU,FDPU
FPY,FDPU,FPEU,FPMU,FPOU,FPTU
FPZ,APZU,FAZU,FDPU,FPEU,FPMU
FQA,FAAU,FACU,FAFU,FAKU,FAMU
FQB,AFBU,CFBU,FBAU,FBIU,FBLU
FQC,BFCU,CFCU,EFCU,FACU,FCBU
FQD,DFDU,FDAU,FDCU,FDDU,FDKU
FQE,FELU,FEMU,FERU,FESU,FETU
FQG,EFGU,FCGU,FGKU,FGNU,FGRU
FQH,CFHU,FHFU,FOHU,FZQU,TFHU
FQI,AFIU,AQIU,CFIU,DFIU,FBIU
FQJ,FJAU,FJKU,FJWU,FUJU,FZJU
FQK,EFKU,FAKU,FDKU,FGKU,FJKU
FQL,AFLU,CFLU,DFLU,FBLU,FCLU
FQM,AFMU,CFMU,FAMU,FEMU,FFMU
FQN,FANU,FCNU,FGNU,FZQU,QINU
FQO,DFOU,FIOU,FLOU,FODU,FOGU
FQP,EQPU,FDPU,FPEU,FPMU,FPOU
FQR,CFRU,EQRU,FARU,FBRU,FCRU
FQS,AFSU,BFSU,DFSU,FESU,FMSU
FQT,FATU,FBTU,FETU,FGTU,FLTU
FQU,FZQU,AAFU,AFBU,AFIU,AFLU
FQV,DFVU,FAVU,FVGU,FVIU,FVLU
FQW,DFWU,FGWU,FJWU,FUWU,FWRU
FQX,CFXU,FBXU,FCXU,FDXU,FIXU
FQY,FZQU,AAFU,ABYU,ADYU,AFBU
FQZ,FAZU,FSZU,FZJU,FZQU,GFZU
FRA,FRAU,ARAU,CFRU,CRAU,DRAU
FRB,AFBU,BRBU,CFBU,CFRU,CRBU
FRC,FRCU,ARCU,BFCU,BRCU,CFCU
FRD,ARDU,BRDU,CFRU,CRDU,DFDU
FRE,BREU,CFRU,FARU,FBRU,FCRU
FRG,ARGU,BRGU,CFRU,CRGU,EFGU
FRH,BRHU,CFHU,CFRU,CRHU,FARU
FRI,FRIU,AFIU,CFIU,CFRU,DFIU
FRJ,CFRU,CRJU,FARU,FBRU,FCRU
FRK,ARKU,BRKU,CFRU,CRKU,EFKU
FRL,FRLU,AFLU,CFLU,CFRU,CRLU
FRM,AFMU,ARMU,CFMU,CFRU,CRMU
FRN,BRNU,CFRU,CRNU,ERNU,FANU
FRO,BROU,CFRU,CROU,DFOU,FARU
FRP,ARPU,CFRU,CRPU,FARU,FBRU
FRQ,CFRU,FARU,FBRU,FCRU,FERU
FRS,AFSU,BFSU,BRSU,CFRU,CRSU
FRT,ARTU,BRTU,CFRU,CRTU,FARU
FRU,CFRU,FARU,FBRU,FCRU,FERU
FRV,ARVU,CFRU,DFVU,FARU,FAVU
FRW,CFRU,DFWU,FARU,FBRU,FCRU
FRX,CFRU,CFXU,CRXU,FARU,FBRU
FRY,CFRU,CRYU,DRYU,FARU,FBRU
FRZ,BRZU,CFRU,FARU,FAZU,FBRU
FSA,AFSU,BFSU,BSAU,CSAU,DFSU
FSB,AFBU,AFSU,BFSU,BSBU,CFBU
FSC,FSCU,AFSU,ASCU,BFCU,BFSU
FSD,AFSU,ASDU,BFSU,DFDU,DFSU
FSE,AFSU,BFSU,DFSU,ESEU,FELU
FSG,AFSU,ASGU,BFSU,BSGU,DFSU
FSH,AFSU,BFSU,CFHU,CSHU,DFSU
FSI,AFIU,AFSU,BFSU,BSIU,CFIU
FSJ,AFSU,BFSU,DFSU,FESU,FJAU
FSK,AFSU,ASKU,BFSU,BSKU,DFSU
FSL,AFLU,AFSU,ASLU,BFSU,BSLU
FSM,AFMU,AFSU,ASMU,BFSU,CFMU
FSN,AFSU,ASNU,BFSU,CSNU,DFSU
FSO,AFSU,ASOU,BFSU,CSOU,DFOU
FSP,AFSU,ASPU,BFSU,CSPU,DFSU
FSQ,AFSU,BFSU,CSQU,DFSU,FESU
FSR,FSRU,AFSU,ASRU,BFSU,CFRU
FST,FSTU,AFSU,ASTU,BFSU,BSTU
FSU,AFSU,BFSU,DFSU,FESU,FMSU
FSV,AFSU,BFSU,CSVU,DFSU,DFVU
FSW,AFSU,BFSU,CSWU,DFSU,DFWU
FSX,AFSU,BFSU,BSXU,CFXU,DFSU
FSY,AFSU,BFSU,DFSU,FESU,FMSU
FSZ,FSZU,AFSU,BFSU,CSZU,DFSU
FTA,FTAU,ATAU,CTAU,FAAU,FACU
FTB,AFBU,ATBU,CFBU,CTBU,ETBU
FTC,FTCU,ATCU,BFCU,CFCU,CTCU
FTD,DFDU,FATU,FBTU,FDAU,FDCU
FTE,BTEU,ETEU,FATU,FBTU,FELU
FTG,FTGU,BTGU,DTGU,EFGU,FATU
FTH,CFHU,CTHU,FATU,FBTU,FETU
FTI,FTIU,AFIU,ATIU,CFIU,CTIU
FTJ,FATU,FBTU,FETU,FGTU,FJAU
FTK,FTKU,ATKU,CTKU,EFKU,FAKU
FTL,FTLU,AFLU,ATLU,BTLU,CFLU
FTM,AFMU,CFMU,CTMU,FAMU,FATU
FTN,ATNU,CTNU,ETNU,FANU,FATU
FTO,ATOU,DFOU,DTOU,FATU,FBTU
FTP,CTPU,DTPU,FATU,FBTU,FDPU
FTQ,CTQU,FATU,FBTU,FETU,FGTU
FTR,ATRU,CFRU,CTRU,ETRU,FARU
FTS,AFSU,ATSU,BFSU,BTSU,CTSU
FTU,FATU,FBTU,FETU,FGTU,FLTU
FTV,ATVU,DFVU,FATU,FAVU,FBTU
FTW,CTWU,DFWU,FATU,FBTU,FETU
FTX,ATXU,CFXU,CTXU,DTXU,FATU
FTY,FATU,FBTU,FETU,FGTU,FLTU
FTZ,FATU,FAZU,FBTU,FETU,FGTU
FUA,AAFU,AFBU,AFIU,AFLU,AFMU
FUB,AAFU,AFBU,AFIU,AFLU,AFMU
FUC,AAFU,AFBU,AFIU,AFLU,AFMU
FUD,FUDU,AAFU,AFBU,AFIU,AFLU
FUE,AAFU,AFBU,AFIU,AFLU,AFMU
FUG,FUGU,AAFU,AFBU,AFIU,AFLU
FUH,AAFU,AFBU,AFIU,AFLU,AFMU
FUI,AAFU,AFBU,AFIU,AFLU,AFMU
FUJ,FUJU,AAFU,AFBU,AFIU,AFLU
FUK,FUKU,AAFU,AFBU,AFIU,AFLU
FUL,AAFU,AFBU,AFIU,AFLU,AFMU
FUM,AAFU,AFBU,AFIU,AFLU,AFMU
FUN,AAFU,AFBU,AFIU,AFLU,AFMU
FUO,AAFU,AFBU,AFIU,AFLU,AFMU
FUP,AAFU,AFBU,AFIU,AFLU,AFMU
FUQ,AAFU,AFBU,AFIU,AFLU,AFMU
FUR,FURU,AAFU,AFBU,AFIU,AFLU
FUS,AAFU,AFBU,AFIU,AFLU,AFMU
FUT,AAFU,AFBU,AFIU,AFLU,AFMU
FUV,AAFU,AFBU,AFIU,AFLU,AFMU
FUW,FUWU,AAFU,AFBU,AFIU,AFLU
FUX,FUXU,AAFU,AFBU,AFIU,AFLU
FUY,AAFU,AFBU,AFIU,AFLU,AFMU
FUZ,AAFU,AFBU,AFIU,AFLU,AFMU
FVA,CVAU,DFVU,EVAU,FAAU,FACU
FVB,AFBU,CFBU,DFVU,FAVU,FBAU
FVC,AVCU,BFCU,CFCU,DFVU,EFCU
FVD,DFDU,DFVU,FAVU,FDAU,FDCU
FVE,DFVU,FAVU,FELU,FEMU,FERU
FVG,FVGU,AVGU,DFVU,EFGU,FAVU
FVH,AVHU,BVHU,CFHU,DFVU,FAVU
FVI,FVIU,AFIU,AVIU,BVIU,CFIU
FVJ,DFVU,FAVU,FJAU,FJKU,FJWU
FVK,DFVU,DVKU,EFKU,EVKU,FAKU
FVL,FVLU,AFLU,CFLU,DFLU,DFVU
FVM,AFMU,CFMU,DFVU,FAMU,FAVU
FVN,AVNU,BVNU,DFVU,FANU,FAVU
FVO,DFOU,DFVU,EVOU,FAVU,FIOU
FVP,DFVU,FAVU,FDPU,FPEU,FPMU
FVQ,DFVU,FAVU,FVGU,FVIU,FVLU
FVR,AVRU,CFRU,DFVU,DVRU,EVRU
FVS,AFSU,AVSU,BFSU,DFSU,DFVU
FVT,DFVU,FATU,FAVU,FBTU,FETU
FVU,DFVU,FAVU,FVGU,FVIU,FVLU
FVW,DFVU,DFWU,FAVU,FGWU,FJWU
FVX,CFXU,DFVU,FAVU,FBXU,FCXU
FVY,DFVU,FAVU,FVGU,FVIU,FVLU
FVZ,DFVU,FAVU,FAZU,FSZU,FVGU
FWA,DFWU,DWAU,EWAU,FAAU,FACU
FWB,AFBU,CFBU,DFWU,DWBU,FBAU
FWC,BFCU,BWCU,CFCU,DFWU,EFCU
FWD,DFDU,DFWU,FDAU,FDCU,FDDU
