MZ,AMZU,CMZU,DMZU,MCZU,MRZU
NA,CNAU,DNAU,ENAU,NABU,NAFU
NB,BNBU,ENBU,INBU,MNBU,NBCU
NC,CNCU,DNCU,GNCU,INCU,NCCU
ND,BNDU,ENDU,INDU,LNDU,NDAU
NE,ANEU,CNEU,DNEU,NECU,NENU
NF,GNFU,INFU,NFAU,NFCU,NFLU
NG,ANGU,BNGU,ENGU,INGU,LNGU
NH,ANHU,KNHU,NHCU,NHIU,PNHU
NI,CNIU,GNIU,INIU,JNIU,NIDU
NJ,JNJU,NJBU,NJFU,NPJU,ACNU
NK,HNKU,INKU,NKLU,NKNU,NKTU
NL,ANLU,ENLU,GNLU,HNLU,INLU
NM,ENMU,NMAU,NMCU,NMFU,NMHU
NO,MNOU,NOAU,NOBU,NOCU,NOFU
NP,HNPU,NPCU,NPFU,NPJU,NPLU
NQ,NIQU,ACNU,AGNU,ALNU,ANEU
NR,DNRU,ENRU,INRU,NRAU,NRCU
NS,BNSU,CNSU,DNSU,ENSU,GNSU
NT,ENTU,INTU,KNTU,MNTU,NTAU
NU,ACNU,AGNU,ALNU,ANNU,AONU
NV,DNVU,INVU,NVGU,NVOU,NEVU
NW,CNWU,NWBU,NWNU,PNWU,NEWU
NX,CNXU,LNXU,NXSU,NXTU,UNXU
NY,ANYU,NYCU,NYKU,NBYU,ABYU
NZ,NZDU,NZKU,NZLU,TNZU,NAZU
OA,GOAU,MOAU,NOAU,OACU,OAKU
OB,BOBU,HOBU,JOBU,MOBU,NOBU
OC,AOCU,BOCU,COCU,DOCU,GOCU
OD,BODU,CODU,DODU,FODU,MODU
OE,LOEU,MOEU,OEGU,OERU,OESU
OF,HOFU,MOFU,NOFU,OFFU,OFSU
OG,COGU,DOGU,FOGU,LOGU,MOGU
OH,BOHU,EOHU,FOHU,OCHU,OSHU
OI,AOIU,BOIU,SOIU,TOIU,YOIU
OJ,GOJU,MOJU,AGOU,AKOU,ALJU
OK,GOKU,NOKU,OKWU,SOKU,OAKU
OL,BOLU,DOLU,EOLU,FOLU,HOLU
OM,COMU,LOMU,MOMU,OMAU,OMCU
ON,AONU,BONU,CONU,DONU,JONU
OP,COPU,OPDU,OPLU,OPOU,OPTU
OQ,COQU,AGOU,AKOU,ALOU,AMOU
OR,AORU,BORU,CORU,GORU,HORU
OS,EOSU,FOSU,KOSU,LOSU,MOSU
OT,BOTU,FOTU,HOTU,JOTU,LOTU
OU,AGOU,AKOU,ALOU,AMOU,ASOU
OV,DOVU,OVLU,OVZU,OCVU,AEVU
OW,DOWU,NOWU,OWEU,OWHU,OWLU
OX,BOXU,COXU,NOXU,OXNU,OXYU
OY,COYU,HOYU,OXYU,ABYU,ADYU
OZ,COZU,OZMU,OZTU,OVZU,AGOU
PA,APAU,CPAU,HPAU,MPAU,PACU
PB,CPBU,MPBU,PBBU,PBFU,PBIU
PC,DPCU,EPCU,HPCU,KPCU,LPCU
PD,APDU,CPDU,OPDU,PDAU,PDIU
PE,APEU,FPEU,HPEU,PEFU,PEGU
PF,CPFU,GPFU,IPFU,NPFU,PFCU
PG,CPGU,HPGU,IPGU,PGAU,PGHU
PH,APHU,CPHU,PHEU,PHIU,PHLU
PI,APIU,BPIU,CPIU,DPIU,EPIU
PJ,APJU,HPJU,NPJU,ACPU,AGPU
PK,DPKU,KPKU,LPKU,MPKU,PKEU
PL,APLU,CPLU,EPLU,GPLU,LPLU
PM,APMU,BPMU,FPMU,IPMU,MPMU
PN,APNU,PNAU,PNBU,PNCU,PNEU
PO,FPOU,IPOU,NPOU,OPOU,POAU
PQ,PDQU,ACPU,AGPU,AIPU,ALPU
PR,APRU,JPRU,MPRU,NPRU,PRAU
PS,APSU,CPSU,DPSU,IPSU,JPSU
PT,BPTU,CPTU,FPTU,OPTU,PPTU
PU,ACPU,AGPU,AIPU,ALPU,ARPU
PV,APVU,GPVU,PVCU,PVDU,PAVU
PW,CPWU,NPWU,PWLU,PWRU,SPWU
PX,APXU,IPXU,PXAU,PXCU,TPXU
PY,PYAU,PYHU,ABYU,ACPU,ADYU
PZ,APZU,NPZU,PIZU,ACPU,AGPU
QA,AAAU,AACU,AAFU,AAGU,AAIU
QB,QBCU,QBLU,QBXU,QIBU,ABBU
QC,QBCU,QPCU,AACU,ABCU,ACAU
QD,ACDU,ADBU,ADHU,ADLU,ADMU
QE,ABEU,ACEU,AEGU,AELU,AESU
QF,AAFU,AFBU,AFIU,AFLU,AFMU
QG,AAGU,AEGU,AGAU,AGBU,AGCU
QH,ADHU,AGHU,AHGU,AHLU,ALHU
QI,AQIU,QIBU,QIMU,QINU,QQIU
QJ,ALJU,APJU,AQIU,BJCU,BJGU
QK,AGKU,AKBU,AKKU,AKLU,AKMU
QL,QBLU,QNLU,ABLU,ACLU,ADLU
QM,TQMU,QIMU,QTMU,AAMU,ABMU
QN,QNLU,QNNU,QINU,ACNU,AGNU
QO,AGOU,AKOU,ALOU,AMOU,AOCU
QP,EQPU,QPCU,ACPU,AGPU,AIPU
QR,EQRU,TQRU,ACRU,ADRU,AGRU
QS,QSSU,ACSU,AESU,AFSU,AGSU
QT,KQTU,QTMU,AATU,ADTU,AITU
QU,CHQU,CLQU,COQU,CSQU,CTQU
QV,AEVU,AGVU,AKVU,ALVU,APVU
QW,ALWU,AQIU,AWIU,AWOU,AWSU
QX,QBXU,ACXU,ADXU,AEXU,AGXU
QY,ABYU,ADYU,AIYU,ANYU,AQIU
QZ,AMZU,APZU,AQIU,AZEU,AZLU
RA,ARAU,CRAU,DRAU,FRAU,NRAU
RB,BRBU,CRBU,GRBU,MRBU,ORBU
RC,ARCU,BRCU,FRCU,GRCU,KRCU
RD,ARDU,BRDU,CRDU,GRDU,JRDU
RE,BREU,GREU,OREU,REAU,REDU
RF,ARFU,BRFU,CRFU,ERFU,GRFU
RG,ARGU,BRGU,CRGU,MRGU,ORGU
RH,BRHU,CRHU,RHAU,RHNU,RHTU
RI,ERIU,FRIU,GRIU,IRIU,KRIU
RJ,CRJU,RJCU,ACRU,ADRU,AGRU
RK,ARKU,BRKU,CRKU,GRKU,IRKU
RL,CRLU,FRLU,GRLU,KRLU,RLCU
RM,ARMU,CRMU,ERMU,GRMU,KRMU
RN,BRNU,CRNU,ERNU,IRNU,MRNU
RO,BROU,CROU,KROU,OROU,PROU
RP,ARPU,CRPU,GRPU,KRPU,ORPU
RQ,ACRU,ADRU,AGRU,AIRU,ALRU
RS,BRSU,CRSU,DRSU,IRSU,LRSU
RT,ARTU,BRTU,CRTU,GRTU,KRTU
RU,ACRU,ADRU,AGRU,AIRU,ALRU
RV,ARVU,MRVU,RVHU,TRVU,RAVU
RW,GRWU,RWAU,RWLU,RWTU,RWYU
RX,CRXU,GRXU,PRXU,RRXU,WRXU
RY,CRYU,DRYU,RYCU,RYDU,RYLU
RZ,BRZU,HRZU,MRZU,RZDU,ACRU
SA,BSAU,CSAU,ISAU,KSAU,MSAU
SB,BSBU,RSBU,SBAU,SBGU,SBHU
SC,ASCU,BSCU,CSCU,ESCU,FSCU
SD,ASDU,ESDU,ISDU,JSDU,MSDU
SE,ESEU,JSEU,LSEU,NSEU,PSEU
SF,CSFU,KSFU,LSFU,MSFU,RSFU
SG,ASGU,BSGU,ESGU,LSGU,NSGU
SH,CSHU,GSHU,LSHU,OSHU,PSHU
SI,BSIU,CSIU,GSIU,HSIU,KSIU
SJ,SJIU,SJKU,SJRU,SJUU,ZSJU
SK,ASKU,BSKU,GSKU,MSKU,OSKU
SL,ASLU,BSLU,CSLU,DSLU,ESLU
SM,ASMU,GSMU,MSMU,NSMU,OSMU
SN,ASNU,CSNU,DSNU,LSNU,MSNU
SO,ASOU,CSOU,GSOU,MSOU,NSOU
SP,ASPU,CSPU,ESPU,GSPU,LSPU
SQ,CSQU,SCQU,SMQU,ACSU,AESU
SR,ASRU,CSRU,DSRU,FSRU,ISRU
ST,ASTU,BSTU,CSTU,DSTU,FSTU
SU,ACSU,AESU,AFSU,AGSU,AISU
SV,CSVU,JSVU,MSVU,RSVU,SVDU
SW,CSWU,MSWU,NSWU,SSWU,SWCU
SX,BSXU,PSXU,RSXU,SSXU,SXOU
SY,MSYU,SYBU,SYGU,SYPU,SEYU
SZ,CSZU,DSZU,FSZU,KSZU,MSZU
TA,ATAU,CTAU,FTAU,GTAU,ITAU
TB,ATBU,CTBU,ETBU,LTBU,MTBU
TC,ATCU,CTCU,DTCU,ETCU,FTCU
TD,ITDU,JTDU,KTDU,TDEU,TDIU
TE,BTEU,ETEU,ITEU,LTEU,MTEU
